week_ended,reflecting_week_end,fips_code,state_name,initial_claims,continued_claims,covered_employment,insured_unemployment_rate,
8/29/2015,8/22/2015,04000US48,Texas,15925,173055,11181963,1.55,8/1/2015
8/22/2015,8/15/2015,04000US48,Texas,15367,181437,11181963,1.62,8/1/2015
8/15/2015,8/8/2015,04000US48,Texas,15621,176760,11181963,1.58,8/1/2015
8/8/2015,8/1/2015,04000US48,Texas,16692,183428,11181963,1.64,8/1/2015
8/1/2015,7/25/2015,04000US48,Texas,16281,182537,11181963,1.63,8/1/2015
7/25/2015,7/18/2015,04000US48,Texas,16270,187330,11181963,1.68,7/1/2015
7/18/2015,7/11/2015,04000US48,Texas,16431,181065,11181963,1.62,7/1/2015
7/11/2015,7/4/2015,04000US48,Texas,19605,179996,11181963,1.61,7/1/2015
7/4/2015,6/27/2015,04000US48,Texas,16086,180249,11081594,1.63,7/1/2015
6/27/2015,6/20/2015,04000US48,Texas,18491,180742,11081594,1.63,6/1/2015
6/20/2015,6/13/2015,04000US48,Texas,17436,179381,11081594,1.62,6/1/2015
6/13/2015,6/6/2015,04000US48,Texas,16929,169953,11081594,1.53,6/1/2015
6/6/2015,5/30/2015,04000US48,Texas,18504,174319,11081594,1.57,6/1/2015
5/30/2015,5/23/2015,04000US48,Texas,15015,169756,11081594,1.53,5/1/2015
5/23/2015,5/16/2015,04000US48,Texas,17595,169900,11081594,1.53,5/1/2015
5/16/2015,5/9/2015,04000US48,Texas,17021,165610,11081594,1.49,5/1/2015
5/9/2015,5/2/2015,04000US48,Texas,17348,163074,11081594,1.47,5/1/2015
5/2/2015,4/25/2015,04000US48,Texas,17228,166681,11081594,1.5,5/1/2015
4/25/2015,4/18/2015,04000US48,Texas,17372,166152,11081594,1.5,4/1/2015
4/18/2015,4/11/2015,04000US48,Texas,18860,164025,11081594,1.48,4/1/2015
4/11/2015,4/4/2015,04000US48,Texas,21023,153084,10995551,1.39,4/1/2015
4/4/2015,3/28/2015,04000US48,Texas,18356,158860,10995551,1.44,4/1/2015
3/28/2015,3/21/2015,04000US48,Texas,18361,157749,10995551,1.43,3/1/2015
3/21/2015,3/14/2015,04000US48,Texas,19337,159807,10995551,1.45,3/1/2015
3/14/2015,3/7/2015,04000US48,Texas,17302,152495,10995551,1.39,3/1/2015
3/7/2015,2/28/2015,04000US48,Texas,19075,151623,10995551,1.38,3/1/2015
2/28/2015,2/21/2015,04000US48,Texas,17136,150006,10995551,1.36,2/1/2015
2/21/2015,2/14/2015,04000US48,Texas,17182,146142,10995551,1.33,2/1/2015
2/14/2015,2/7/2015,04000US48,Texas,17999,144077,10995551,1.31,2/1/2015
2/7/2015,1/31/2015,04000US48,Texas,20418,140062,10995551,1.27,2/1/2015
1/31/2015,1/24/2015,04000US48,Texas,17981,146373,10995551,1.33,1/1/2015
1/24/2015,1/17/2015,04000US48,Texas,17117,138914,10995551,1.26,1/1/2015
1/17/2015,1/10/2015,04000US48,Texas,19674,146275,10995551,1.33,1/1/2015
1/10/2015,1/3/2015,04000US48,Texas,25783,140712,10913129,1.29,1/1/2015
1/3/2015,12/27/2014,04000US48,Texas,13471,144823,10913129,1.33,1/1/2015
12/27/2014,12/20/2014,04000US48,Texas,8049,120152,10913129,1.1,12/1/2014
12/20/2014,12/13/2014,04000US48,Texas,15057,139598,10913129,1.28,12/1/2014
12/13/2014,12/6/2014,04000US48,Texas,14828,125895,10913129,1.15,12/1/2014
12/6/2014,11/29/2014,04000US48,Texas,18810,143201,10913129,1.31,12/1/2014
11/29/2014,11/22/2014,04000US48,Texas,9703,121246,10913129,1.11,11/1/2014
11/22/2014,11/15/2014,04000US48,Texas,16016,131892,10913129,1.21,11/1/2014
11/15/2014,11/8/2014,04000US48,Texas,15335,123156,10913129,1.13,11/1/2014
11/8/2014,11/1/2014,04000US48,Texas,16440,125826,10913129,1.15,11/1/2014
11/1/2014,10/25/2014,04000US48,Texas,14054,126003,10913129,1.15,11/1/2014
10/25/2014,10/18/2014,04000US48,Texas,13819,125857,10913129,1.15,10/1/2014
10/18/2014,10/11/2014,04000US48,Texas,14377,125241,10913129,1.15,10/1/2014
10/11/2014,10/4/2014,04000US48,Texas,16097,122813,10913129,1.13,10/1/2014
10/4/2014,9/27/2014,04000US48,Texas,14482,130981,10837135,1.21,10/1/2014
9/27/2014,9/20/2014,04000US48,Texas,12506,130002,10837135,1.2,9/1/2014
9/20/2014,9/13/2014,04000US48,Texas,13141,135787,10837135,1.25,9/1/2014
9/13/2014,9/6/2014,04000US48,Texas,13473,134400,10837135,1.24,9/1/2014
9/6/2014,8/30/2014,04000US48,Texas,13798,141662,10837135,1.31,9/1/2014
8/30/2014,8/23/2014,04000US48,Texas,14089,142312,10837135,1.31,8/1/2014
8/23/2014,8/16/2014,04000US48,Texas,14166,152401,10837135,1.41,8/1/2014
8/16/2014,8/9/2014,04000US48,Texas,13858,147195,10837135,1.36,8/1/2014
8/9/2014,8/2/2014,04000US48,Texas,14908,153997,10837135,1.42,8/1/2014
8/2/2014,7/26/2014,04000US48,Texas,14149,152760,10837135,1.41,8/1/2014
7/26/2014,7/19/2014,04000US48,Texas,14457,163268,10837135,1.51,7/1/2014
7/19/2014,7/12/2014,04000US48,Texas,16211,155648,10837135,1.44,7/1/2014
7/12/2014,7/5/2014,04000US48,Texas,19175,156693,10837135,1.45,7/1/2014
7/5/2014,6/28/2014,04000US48,Texas,14028,151934,10761074,1.41,7/1/2014
6/28/2014,6/21/2014,04000US48,Texas,16951,157568,10761074,1.46,6/1/2014
6/21/2014,6/14/2014,04000US48,Texas,16722,155551,10761074,1.45,6/1/2014
6/14/2014,6/7/2014,04000US48,Texas,16494,148971,10761074,1.38,6/1/2014
6/7/2014,5/31/2014,04000US48,Texas,17835,151074,10761074,1.4,6/1/2014
5/31/2014,5/24/2014,04000US48,Texas,15735,149155,10761074,1.39,5/1/2014
5/24/2014,5/17/2014,04000US48,Texas,16695,149847,10761074,1.39,5/1/2014
5/17/2014,5/10/2014,04000US48,Texas,16955,146606,10761074,1.36,5/1/2014
5/10/2014,5/3/2014,04000US48,Texas,16130,147494,10761074,1.37,5/1/2014
5/3/2014,4/26/2014,04000US48,Texas,16507,147881,10761074,1.37,5/1/2014
4/26/2014,4/19/2014,04000US48,Texas,15360,154065,10761074,1.43,4/1/2014
4/19/2014,4/12/2014,04000US48,Texas,14813,149189,10761074,1.39,4/1/2014
4/12/2014,4/5/2014,04000US48,Texas,17931,149872,10761074,1.39,4/1/2014
4/5/2014,3/29/2014,04000US48,Texas,16139,152293,10682247,1.43,4/1/2014
3/29/2014,3/22/2014,04000US48,Texas,14774,157872,10682247,1.48,3/1/2014
3/22/2014,3/15/2014,04000US48,Texas,16595,160028,10682247,1.5,3/1/2014
3/15/2014,3/8/2014,04000US48,Texas,14171,159410,10682247,1.49,3/1/2014
3/8/2014,3/1/2014,04000US48,Texas,15544,156558,10682247,1.47,3/1/2014
3/1/2014,2/22/2014,04000US48,Texas,15158,164833,10682247,1.54,3/1/2014
2/22/2014,2/15/2014,04000US48,Texas,13913,159351,10682247,1.49,2/1/2014
2/15/2014,2/8/2014,04000US48,Texas,15530,168332,10682247,1.58,2/1/2014
2/8/2014,2/1/2014,04000US48,Texas,17139,162426,10682247,1.52,2/1/2014
2/1/2014,1/25/2014,04000US48,Texas,16699,175551,10682247,1.64,2/1/2014
1/25/2014,1/18/2014,04000US48,Texas,15807,165568,10682247,1.55,1/1/2014
1/18/2014,1/11/2014,04000US48,Texas,19959,177750,10682247,1.66,1/1/2014
1/11/2014,1/4/2014,04000US48,Texas,28748,162251,10682247,1.52,1/1/2014
1/4/2014,12/28/2013,04000US48,Texas,15948,168844,10605732,1.59,1/1/2014
12/28/2013,12/21/2013,04000US48,Texas,9310,142121,10605732,1.34,12/1/2013
12/21/2013,12/14/2013,04000US48,Texas,16033,166582,10605732,1.57,12/1/2013
12/14/2013,12/7/2013,04000US48,Texas,15493,152943,10605732,1.44,12/1/2013
12/7/2013,11/30/2013,04000US48,Texas,20397,171698,10605732,1.62,12/1/2013
11/30/2013,11/23/2013,04000US48,Texas,10636,145667,10605732,1.37,11/1/2013
11/23/2013,11/16/2013,04000US48,Texas,17920,158104,10605732,1.49,11/1/2013
11/16/2013,11/9/2013,04000US48,Texas,15821,148254,10605732,1.4,11/1/2013
11/9/2013,11/2/2013,04000US48,Texas,18405,149903,10605732,1.41,11/1/2013
11/2/2013,10/26/2013,04000US48,Texas,16669,149077,10605732,1.41,11/1/2013
10/26/2013,10/19/2013,04000US48,Texas,16070,151533,10605732,1.43,10/1/2013
10/19/2013,10/12/2013,04000US48,Texas,15299,150577,10605732,1.42,10/1/2013
10/12/2013,10/5/2013,04000US48,Texas,16283,148347,10605732,1.4,10/1/2013
10/5/2013,9/28/2013,04000US48,Texas,16206,152642,10523664,1.45,10/1/2013
9/28/2013,9/21/2013,04000US48,Texas,14781,156252,10523664,1.48,9/1/2013
9/21/2013,9/14/2013,04000US48,Texas,16036,158555,10523664,1.51,9/1/2013
9/14/2013,9/7/2013,04000US48,Texas,16054,159589,10523664,1.52,9/1/2013
9/7/2013,8/31/2013,04000US48,Texas,14773,158017,10523664,1.5,9/1/2013
8/31/2013,8/24/2013,04000US48,Texas,15764,166723,10523664,1.58,8/1/2013
8/24/2013,8/17/2013,04000US48,Texas,15472,167441,10523664,1.59,8/1/2013
8/17/2013,8/10/2013,04000US48,Texas,16226,170198,10523664,1.62,8/1/2013
8/10/2013,8/3/2013,04000US48,Texas,16446,168808,10523664,1.6,8/1/2013
8/3/2013,7/27/2013,04000US48,Texas,17340,171760,10523664,1.63,8/1/2013
7/27/2013,7/20/2013,04000US48,Texas,16189,174354,10523664,1.66,7/1/2013
7/20/2013,7/13/2013,04000US48,Texas,18971,172801,10523664,1.64,7/1/2013
7/13/2013,7/6/2013,04000US48,Texas,21356,168924,10523664,1.61,7/1/2013
7/6/2013,6/29/2013,04000US48,Texas,15355,166061,10435895,1.59,7/1/2013
6/29/2013,6/22/2013,04000US48,Texas,18488,165884,10435895,1.59,6/1/2013
6/22/2013,6/15/2013,04000US48,Texas,17997,168380,10435895,1.61,6/1/2013
6/15/2013,6/8/2013,04000US48,Texas,17761,157419,10435895,1.51,6/1/2013
6/8/2013,6/1/2013,04000US48,Texas,18219,162735,10435895,1.56,6/1/2013
6/1/2013,5/25/2013,04000US48,Texas,15212,157846,10435895,1.51,6/1/2013
5/25/2013,5/18/2013,04000US48,Texas,17088,160262,10435895,1.54,5/1/2013
5/18/2013,5/11/2013,04000US48,Texas,17696,154146,10435895,1.48,5/1/2013
5/11/2013,5/4/2013,04000US48,Texas,17368,154424,10435895,1.48,5/1/2013
5/4/2013,4/27/2013,04000US48,Texas,17294,153872,10435895,1.47,5/1/2013
4/27/2013,4/20/2013,04000US48,Texas,16799,158224,10435895,1.52,4/1/2013
4/20/2013,4/13/2013,04000US48,Texas,17241,155636,10435895,1.49,4/1/2013
4/13/2013,4/6/2013,04000US48,Texas,20311,152539,10435895,1.46,4/1/2013
4/6/2013,3/30/2013,04000US48,Texas,17261,154780,10361230,1.49,4/1/2013
3/30/2013,3/23/2013,04000US48,Texas,14816,156099,10361230,1.51,3/1/2013
3/23/2013,3/16/2013,04000US48,Texas,18305,159948,10361230,1.54,3/1/2013
3/16/2013,3/9/2013,04000US48,Texas,15569,155283,10361230,1.5,3/1/2013
3/9/2013,3/2/2013,04000US48,Texas,16386,155394,10361230,1.5,3/1/2013
3/2/2013,2/23/2013,04000US48,Texas,15746,161576,10361230,1.56,3/1/2013
2/23/2013,2/16/2013,04000US48,Texas,14939,161070,10361230,1.55,2/1/2013
2/16/2013,2/9/2013,04000US48,Texas,16273,164350,10361230,1.59,2/1/2013
2/9/2013,2/2/2013,04000US48,Texas,17112,161316,10361230,1.56,2/1/2013
2/2/2013,1/26/2013,04000US48,Texas,17473,169383,10361230,1.63,2/1/2013
1/26/2013,1/19/2013,04000US48,Texas,15402,174375,10361230,1.68,1/1/2013
1/19/2013,1/12/2013,04000US48,Texas,20484,176204,10361230,1.7,1/1/2013
1/12/2013,1/5/2013,04000US48,Texas,30932,176283,10361230,1.7,1/1/2013
1/5/2013,12/29/2012,04000US48,Texas,18146,170461,10288056,1.66,1/1/2013
12/29/2012,12/22/2012,04000US48,Texas,9477,157888,10288056,1.53,12/1/2012
12/22/2012,12/15/2012,04000US48,Texas,16952,161742,10288056,1.57,12/1/2012
12/15/2012,12/8/2012,04000US48,Texas,17128,165427,10288056,1.61,12/1/2012
12/8/2012,12/1/2012,04000US48,Texas,18664,160836,10288056,1.56,12/1/2012
12/1/2012,11/24/2012,04000US48,Texas,22514,171573,10288056,1.67,12/1/2012
11/24/2012,11/17/2012,04000US48,Texas,12079,151754,10288056,1.48,11/1/2012
11/17/2012,11/10/2012,04000US48,Texas,18504,154664,10288056,1.5,11/1/2012
11/10/2012,11/3/2012,04000US48,Texas,18603,153932,10288056,1.5,11/1/2012
11/3/2012,10/27/2012,04000US48,Texas,17071,155267,10288056,1.51,11/1/2012
10/27/2012,10/20/2012,04000US48,Texas,16681,157327,10288056,1.53,10/1/2012
10/20/2012,10/13/2012,04000US48,Texas,17220,155286,10288056,1.51,10/1/2012
10/13/2012,10/6/2012,04000US48,Texas,18792,154715,10288056,1.5,10/1/2012
10/6/2012,9/29/2012,04000US48,Texas,17463,155467,10218819,1.52,10/1/2012
9/29/2012,9/22/2012,04000US48,Texas,15739,161004,10218819,1.58,9/1/2012
9/22/2012,9/15/2012,04000US48,Texas,16612,159281,10218819,1.56,9/1/2012
9/15/2012,9/8/2012,04000US48,Texas,16711,166291,10218819,1.63,9/1/2012
9/8/2012,9/1/2012,04000US48,Texas,17074,162829,10218819,1.59,9/1/2012
9/1/2012,8/25/2012,04000US48,Texas,18091,172902,10218819,1.69,9/1/2012
8/25/2012,8/18/2012,04000US48,Texas,17287,169743,10218819,1.66,8/1/2012
8/18/2012,8/11/2012,04000US48,Texas,17161,175896,10218819,1.72,8/1/2012
8/11/2012,8/4/2012,04000US48,Texas,16644,167561,10218819,1.64,8/1/2012
8/4/2012,7/28/2012,04000US48,Texas,17304,179792,10218819,1.76,8/1/2012
7/28/2012,7/21/2012,04000US48,Texas,16640,175373,10218819,1.72,7/1/2012
7/21/2012,7/14/2012,04000US48,Texas,17402,180015,10218819,1.76,7/1/2012
7/14/2012,7/7/2012,04000US48,Texas,19300,173540,10218819,1.7,7/1/2012
7/7/2012,6/30/2012,04000US48,Texas,18599,169403,10158134,1.67,7/1/2012
6/30/2012,6/23/2012,04000US48,Texas,17275,171263,10158134,1.69,6/1/2012
6/23/2012,6/16/2012,04000US48,Texas,19471,171800,10158134,1.69,6/1/2012
6/16/2012,6/9/2012,04000US48,Texas,19631,166872,10158134,1.64,6/1/2012
6/9/2012,6/2/2012,04000US48,Texas,20398,158108,10158134,1.56,6/1/2012
6/2/2012,5/26/2012,04000US48,Texas,16370,160961,10158134,1.58,6/1/2012
5/26/2012,5/19/2012,04000US48,Texas,18224,155767,10158134,1.53,5/1/2012
5/19/2012,5/12/2012,04000US48,Texas,18600,160289,10158134,1.58,5/1/2012
5/12/2012,5/5/2012,04000US48,Texas,16952,152911,10158134,1.51,5/1/2012
5/5/2012,4/28/2012,04000US48,Texas,18398,159389,10158134,1.57,5/1/2012
4/28/2012,4/21/2012,04000US48,Texas,17169,155800,10158134,1.53,4/1/2012
4/21/2012,4/14/2012,04000US48,Texas,16932,161893,10158134,1.59,4/1/2012
4/14/2012,4/7/2012,04000US48,Texas,17012,154326,10158134,1.52,4/1/2012
4/7/2012,3/31/2012,04000US48,Texas,18997,159710,10092403,1.58,4/1/2012
3/31/2012,3/24/2012,04000US48,Texas,15365,158508,10092403,1.57,3/1/2012
3/24/2012,3/17/2012,04000US48,Texas,18315,168232,10092403,1.67,3/1/2012
3/17/2012,3/10/2012,04000US48,Texas,14130,162134,10092403,1.61,3/1/2012
3/10/2012,3/3/2012,04000US48,Texas,15917,164291,10092403,1.63,3/1/2012
3/3/2012,2/25/2012,04000US48,Texas,16130,168795,10092403,1.67,3/1/2012
2/25/2012,2/18/2012,04000US48,Texas,14014,171982,10092403,1.7,2/1/2012
2/18/2012,2/11/2012,04000US48,Texas,15549,172258,10092403,1.71,2/1/2012
2/11/2012,2/4/2012,04000US48,Texas,15730,176460,10092403,1.75,2/1/2012
2/4/2012,1/28/2012,04000US48,Texas,16983,176585,10092403,1.75,2/1/2012
1/28/2012,1/21/2012,04000US48,Texas,17613,186542,10092403,1.85,1/1/2012
1/21/2012,1/14/2012,04000US48,Texas,16128,184056,10092403,1.82,1/1/2012
1/14/2012,1/7/2012,04000US48,Texas,20159,188266,10092403,1.87,1/1/2012
1/7/2012,12/31/2011,04000US48,Texas,27039,195298,10092403,1.94,1/1/2012
12/31/2011,12/24/2011,04000US48,Texas,13093,187587,10030504,1.87,12/1/2011
12/24/2011,12/17/2011,04000US48,Texas,15478,175238,10030504,1.75,12/1/2011
12/17/2011,12/10/2011,04000US48,Texas,16354,188851,10030504,1.88,12/1/2011
12/10/2011,12/3/2011,04000US48,Texas,18101,173402,10030504,1.73,12/1/2011
12/3/2011,11/26/2011,04000US48,Texas,22081,196053,10030504,1.95,12/1/2011
11/26/2011,11/19/2011,04000US48,Texas,11600,168824,10030504,1.68,11/1/2011
11/19/2011,11/12/2011,04000US48,Texas,20143,179126,10030504,1.79,11/1/2011
11/12/2011,11/5/2011,04000US48,Texas,17042,170215,10030504,1.7,11/1/2011
11/5/2011,10/29/2011,04000US48,Texas,19873,173786,10030504,1.73,11/1/2011
10/29/2011,10/22/2011,04000US48,Texas,17538,174692,10030504,1.74,10/1/2011
10/22/2011,10/15/2011,04000US48,Texas,17892,176227,10030504,1.76,10/1/2011
10/15/2011,10/8/2011,04000US48,Texas,17537,174199,10030504,1.74,10/1/2011
10/8/2011,10/1/2011,04000US48,Texas,21026,169261,10030504,1.69,10/1/2011
10/1/2011,9/24/2011,04000US48,Texas,16382,180896,9976569,1.81,10/1/2011
9/24/2011,9/17/2011,04000US48,Texas,16504,174344,9976569,1.75,9/1/2011
9/17/2011,9/10/2011,04000US48,Texas,17271,183571,9976569,1.84,9/1/2011
9/10/2011,9/3/2011,04000US48,Texas,15194,173861,9976569,1.74,9/1/2011
9/3/2011,8/27/2011,04000US48,Texas,18970,187100,9976569,1.88,9/1/2011
8/27/2011,8/20/2011,04000US48,Texas,17731,186451,9976569,1.87,8/1/2011
8/20/2011,8/13/2011,04000US48,Texas,17824,193051,9976569,1.94,8/1/2011
8/13/2011,8/6/2011,04000US48,Texas,17295,190177,9976569,1.91,8/1/2011
8/6/2011,7/30/2011,04000US48,Texas,18985,192466,9976569,1.93,8/1/2011
7/30/2011,7/23/2011,04000US48,Texas,17611,193610,9976569,1.94,7/1/2011
7/23/2011,7/16/2011,04000US48,Texas,19439,194360,9976569,1.95,7/1/2011
7/16/2011,7/9/2011,04000US48,Texas,20240,191994,9976569,1.92,7/1/2011
7/9/2011,7/2/2011,04000US48,Texas,20025,183057,9976569,1.83,7/1/2011
7/2/2011,6/25/2011,04000US48,Texas,19269,191339,9929409,1.93,7/1/2011
6/25/2011,6/18/2011,04000US48,Texas,19620,186474,9929409,1.88,6/1/2011
6/18/2011,6/11/2011,04000US48,Texas,19672,187689,9929409,1.89,6/1/2011
6/11/2011,6/4/2011,04000US48,Texas,21204,176189,9929409,1.77,6/1/2011
6/4/2011,5/28/2011,04000US48,Texas,17871,179629,9929409,1.81,6/1/2011
5/28/2011,5/21/2011,04000US48,Texas,17678,173286,9929409,1.75,5/1/2011
5/21/2011,5/14/2011,04000US48,Texas,18337,182093,9929409,1.83,5/1/2011
5/14/2011,5/7/2011,04000US48,Texas,18431,172421,9929409,1.74,5/1/2011
5/7/2011,4/30/2011,04000US48,Texas,19549,180707,9929409,1.82,5/1/2011
4/30/2011,4/23/2011,04000US48,Texas,18678,171437,9929409,1.73,4/1/2011
4/23/2011,4/16/2011,04000US48,Texas,17682,181193,9929409,1.82,4/1/2011
4/16/2011,4/9/2011,04000US48,Texas,17801,171736,9929409,1.73,4/1/2011
4/9/2011,4/2/2011,04000US48,Texas,21683,175091,9929409,1.76,4/1/2011
4/2/2011,3/26/2011,04000US48,Texas,16575,176443,9929409,1.78,4/1/2011
3/26/2011,3/19/2011,04000US48,Texas,19488,186808,9929409,1.88,3/1/2011
3/19/2011,3/12/2011,04000US48,Texas,15622,181406,9929409,1.83,3/1/2011
3/12/2011,3/5/2011,04000US48,Texas,16709,183354,9929409,1.85,3/1/2011
3/5/2011,2/26/2011,04000US48,Texas,17701,186312,9929409,1.88,3/1/2011
2/26/2011,2/19/2011,04000US48,Texas,14873,191750,9929409,1.93,2/1/2011
2/19/2011,2/12/2011,04000US48,Texas,16580,194315,9929409,1.96,2/1/2011
2/12/2011,2/5/2011,04000US48,Texas,17411,200536,9929409,2.02,2/1/2011
2/5/2011,1/29/2011,04000US48,Texas,15240,194441,9929409,1.96,2/1/2011
1/29/2011,1/22/2011,04000US48,Texas,18897,206902,9900028,2.09,1/1/2011
1/22/2011,1/15/2011,04000US48,Texas,18281,202404,9900028,2.04,1/1/2011
1/15/2011,1/8/2011,04000US48,Texas,22605,208853,9900028,2.11,1/1/2011
1/8/2011,1/1/2011,04000US48,Texas,29795,208196,9900028,2.1,1/1/2011
1/1/2011,12/25/2010,04000US48,Texas,15967,215523,9900028,2.18,1/1/2011
12/25/2010,12/18/2010,04000US48,Texas,14590,190908,9900028,1.93,12/1/2010
12/18/2010,12/11/2010,04000US48,Texas,18494,208598,9900028,2.11,12/1/2010
12/11/2010,12/4/2010,04000US48,Texas,19988,190790,9900028,1.93,12/1/2010
12/4/2010,11/27/2010,04000US48,Texas,24115,216383,9900028,2.19,12/1/2010
11/27/2010,11/20/2010,04000US48,Texas,12304,183955,9900028,1.86,11/1/2010
11/20/2010,11/13/2010,04000US48,Texas,21046,202782,9900028,2.05,11/1/2010
11/13/2010,11/6/2010,04000US48,Texas,18047,190017,9900028,1.92,11/1/2010
11/6/2010,10/30/2010,04000US48,Texas,20679,198148,9900028,2,11/1/2010
10/30/2010,10/23/2010,04000US48,Texas,19044,195252,9900028,1.97,10/1/2010
10/23/2010,10/16/2010,04000US48,Texas,19581,201208,9900028,2.03,10/1/2010
10/16/2010,10/9/2010,04000US48,Texas,18946,195886,9958054,1.97,10/1/2010
10/9/2010,10/2/2010,04000US48,Texas,23331,190669,9958054,1.91,10/1/2010
10/2/2010,9/25/2010,04000US48,Texas,18660,202693,9958054,2.04,10/1/2010
9/25/2010,9/18/2010,04000US48,Texas,18445,198589,9958054,1.99,9/1/2010
9/18/2010,9/11/2010,04000US48,Texas,18526,207868,9958054,2.09,9/1/2010
9/11/2010,9/4/2010,04000US48,Texas,16674,197869,9958054,1.99,9/1/2010
9/4/2010,8/28/2010,04000US48,Texas,20492,210311,9958054,2.11,9/1/2010
8/28/2010,8/21/2010,04000US48,Texas,19683,210636,9958054,2.12,8/1/2010
8/21/2010,8/14/2010,04000US48,Texas,18941,218763,9958054,2.2,8/1/2010
8/14/2010,8/7/2010,04000US48,Texas,19271,216017,9958054,2.17,8/1/2010
8/7/2010,7/31/2010,04000US48,Texas,20429,234657,9958054,2.36,8/1/2010
7/31/2010,7/24/2010,04000US48,Texas,19358,240456,9958054,2.41,7/1/2010
7/24/2010,7/17/2010,04000US48,Texas,19095,241794,9958054,2.43,7/1/2010
7/17/2010,7/10/2010,04000US48,Texas,21123,233302,9958054,2.34,7/1/2010
7/10/2010,7/3/2010,04000US48,Texas,21927,226038,9958054,2.27,7/1/2010
7/3/2010,6/26/2010,04000US48,Texas,19812,227549,10054936,2.26,7/1/2010
6/26/2010,6/19/2010,04000US48,Texas,20490,222802,10054936,2.22,6/1/2010
6/19/2010,6/12/2010,04000US48,Texas,20268,221742,10054936,2.21,6/1/2010
6/12/2010,6/5/2010,04000US48,Texas,21331,211377,10054936,2.1,6/1/2010
6/5/2010,5/29/2010,04000US48,Texas,18360,212593,10054936,2.11,6/1/2010
5/29/2010,5/22/2010,04000US48,Texas,18979,210170,10054936,2.09,5/1/2010
5/22/2010,5/15/2010,04000US48,Texas,20042,217016,10054936,2.16,5/1/2010
5/15/2010,5/8/2010,04000US48,Texas,19563,211257,10054936,2.1,5/1/2010
5/8/2010,5/1/2010,04000US48,Texas,20207,220836,10054936,2.2,5/1/2010
5/1/2010,4/24/2010,04000US48,Texas,19643,219271,10054936,2.18,5/1/2010
4/24/2010,4/17/2010,04000US48,Texas,19628,233963,10054936,2.33,4/1/2010
4/17/2010,4/10/2010,04000US48,Texas,20149,218901,10054936,2.18,4/1/2010
4/10/2010,4/3/2010,04000US48,Texas,22645,225666,10151451,2.22,4/1/2010
4/3/2010,3/27/2010,04000US48,Texas,18069,224247,10151451,2.21,4/1/2010
3/27/2010,3/20/2010,04000US48,Texas,21207,236970,10151451,2.33,3/1/2010
3/20/2010,3/13/2010,04000US48,Texas,17567,233413,10151451,2.3,3/1/2010
3/13/2010,3/6/2010,04000US48,Texas,18933,238815,10151451,2.35,3/1/2010
3/6/2010,2/27/2010,04000US48,Texas,20525,239272,10151451,2.36,3/1/2010
2/27/2010,2/20/2010,04000US48,Texas,19646,246629,10151451,2.43,2/1/2010
2/20/2010,2/13/2010,04000US48,Texas,18206,243367,10151451,2.4,2/1/2010
2/13/2010,2/6/2010,04000US48,Texas,19228,249038,10151451,2.45,2/1/2010
2/6/2010,1/30/2010,04000US48,Texas,21864,246546,10151451,2.43,2/1/2010
1/30/2010,1/23/2010,04000US48,Texas,21108,256819,10151451,2.53,1/1/2010
1/23/2010,1/16/2010,04000US48,Texas,19985,254414,10151451,2.51,1/1/2010
1/16/2010,1/9/2010,04000US48,Texas,24421,264374,10151451,2.6,1/1/2010
1/9/2010,1/2/2010,04000US48,Texas,32475,261160,10229773,2.55,1/1/2010
1/2/2010,12/26/2009,04000US48,Texas,16583,265975,10229773,2.6,1/1/2010
12/26/2009,12/19/2009,04000US48,Texas,13109,240644,10229773,2.35,12/1/2009
12/19/2009,12/12/2009,04000US48,Texas,21065,266245,10229773,2.6,12/1/2009
12/12/2009,12/5/2009,04000US48,Texas,21859,252344,10229773,2.47,12/1/2009
12/5/2009,11/28/2009,04000US48,Texas,26447,270021,10229773,2.64,12/1/2009
11/28/2009,11/21/2009,04000US48,Texas,14225,242545,10229773,2.37,11/1/2009
11/21/2009,11/14/2009,04000US48,Texas,23744,259781,10229773,2.54,11/1/2009
11/14/2009,11/7/2009,04000US48,Texas,20244,254048,10229773,2.48,11/1/2009
11/7/2009,10/31/2009,04000US48,Texas,24954,256027,10229773,2.5,11/1/2009
10/31/2009,10/24/2009,04000US48,Texas,23195,260140,10229773,2.54,10/1/2009
10/24/2009,10/17/2009,04000US48,Texas,22230,258201,10229773,2.52,10/1/2009
10/17/2009,10/10/2009,04000US48,Texas,21720,263436,10229773,2.58,10/1/2009
10/10/2009,10/3/2009,04000US48,Texas,24063,255649,10229773,2.5,10/1/2009
10/3/2009,9/26/2009,04000US48,Texas,22432,270309,10256771,2.64,10/1/2009
9/26/2009,9/19/2009,04000US48,Texas,21141,263598,10256771,2.57,9/1/2009
9/19/2009,9/12/2009,04000US48,Texas,21278,276553,10256771,2.7,9/1/2009
9/12/2009,9/5/2009,04000US48,Texas,17332,270468,10256771,2.64,9/1/2009
9/5/2009,8/29/2009,04000US48,Texas,21955,281380,10256771,2.74,9/1/2009
8/29/2009,8/22/2009,04000US48,Texas,22764,288898,10256771,2.82,8/1/2009
8/22/2009,8/15/2009,04000US48,Texas,19927,295488,10256771,2.88,8/1/2009
8/15/2009,8/8/2009,04000US48,Texas,20459,299742,10256771,2.92,8/1/2009
8/8/2009,8/1/2009,04000US48,Texas,23016,304750,10256771,2.97,8/1/2009
